Time,OWD
36.260179,161.847
36.26018,160.641
36.26018,159.433
36.260181,158.227
36.260181,157.019
36.260181,155.813
36.260182,154.606
36.260236,153.453
36.260236,152.246
36.260237,151.04
36.260237,149.833
36.260238,148.626
36.260238,147.419
36.260238,145.609
36.260239,144.402
36.260271,143.227
36.260271,142.02
36.260271,140.811
36.260272,139.605
36.260272,138.399
36.260273,137.193
36.260273,135.986
36.260273,134.778
36.260305,133.604
36.260305,132.396
36.260306,131.19
36.260306,129.977
36.260306,128.775
36.260307,127.569
36.276261,142.316
36.276262,141.11
36.276263,139.904
36.276263,138.696
36.276263,137.49
36.276264,136.283
36.295216,153.424
36.304535,161.536
36.304536,160.33
36.320205,174.792
36.320206,173.586
36.320206,172.378
36.320206,171.171
36.320207,169.965
36.320207,168.757
36.320208,167.551
36.320208,166.344
36.320262,165.191
36.320262,163.984
36.320263,162.777
36.320263,161.57
36.320263,160.363
36.320264,159.157
36.320264,157.95
36.320265,156.744
36.320293,155.564
36.320343,154.408
36.320343,153.2
36.320344,151.39
36.320344,150.183
36.320344,148.976
36.320345,147.77
36.320345,146.563
36.320346,145.356
36.320378,144.181
36.320379,142.975
36.320379,141.768
36.320379,140.561
36.32038,139.354
36.32038,138.147
36.320381,136.941
36.320381,135.734
36.32041,134.556
36.32041,133.348
36.320446,132.178
36.336515,147.038
36.35483,164.147
36.354831,162.941
36.354832,161.734
36.354832,160.527
36.354832,158.717
36.354833,157.51
36.354833,156.302
36.354834,155.097
36.354893,153.948
36.354894,152.744
36.354894,151.535
36.354895,150.329
36.354895,149.122
36.354895,147.915
36.354896,146.709
36.354896,145.501
36.364437,153.835
36.364438,152.629
36.372234,159.217
36.372235,158.011
36.372236,156.805
36.372236,155.598
36.372236,154.391
36.372237,153.184
36.372237,151.978
36.372238,150.771
36.372289,149.011
36.37229,147.806
36.37229,146.598
36.372291,145.385
36.372291,144.184
36.372292,142.978
36.372292,141.771
36.372292,140.564
36.372323,139.388
36.372324,138.182
36.372324,136.974
36.380352,143.795
36.380353,142.589
36.380353,141.382
36.380354,140.176
36.380354,138.968
36.380355,137.762
36.380355,136.555
36.380355,135.348
36.380429,134.214
36.38043,133.008
36.38043,131.801
36.380431,129.992
36.380431,128.784
36.380431,127.576
36.380432,126.37
36.380432,125.164
36.380466,123.991
36.380467,122.784
36.380467,121.577
36.380468,120.371
36.380468,119.164
36.380468,117.956
36.380469,116.75
36.396544,131.618
36.396545,130.412
36.396545,129.204
36.396545,127.997
36.415061,145.307
36.415062,144.1
36.415063,142.894
36.415063,141.665
36.415176,140.592
36.415176,139.385
36.415177,137.575
36.415177,136.369
36.415178,135.162
36.424645,143.422
36.432411,149.981
36.432412,148.774
36.432412,147.567
36.432413,146.361
36.432413,145.154
36.440317,151.851
36.440317,150.643
36.440318,149.438
36.440318,148.23
36.440319,147.024
36.440319,145.816
36.440424,144.714
36.440425,143.508
36.440425,142.301
36.440426,141.095
36.440426,139.887
36.440427,138.681
36.440427,137.474
36.440428,135.664
36.44046,134.489
36.44046,133.282
36.456374,147.989
36.464586,154.994
36.474325,163.526
36.474326,162.319
36.474327,161.113
36.474327,159.906
36.474328,158.7
36.474328,157.492
36.474328,156.285
36.474329,155.079
36.474379,153.921
36.474588,152.923
36.474588,151.717
36.474589,150.51
36.474589,149.298
36.47459,148.097
36.474619,146.919
36.47462,145.712
36.47462,144.505
36.483901,151.975
36.48404,150.907
36.500448,166.108
36.500449,164.902
36.50045,163.695
36.50819,170.228
36.508255,169.086
36.508256,167.88
36.508256,166.673
36.508257,165.466
36.508257,164.26
36.508258,163.053
36.508258,161.846
36.508259,160.64
36.50829,159.463
36.508291,158.258
36.508291,157.05
36.508292,155.844
36.508292,154.636
36.508293,153.43
36.508293,152.223
36.508293,151.016
36.508325,149.238
36.508325,148.03
36.508326,146.824
36.508326,145.616
36.508327,144.411
36.508327,143.203
36.508327,141.996
36.508328,140.791
36.508359,139.613
36.508359,138.407
36.508359,137.199
36.50836,135.993
36.50836,134.786
36.516116,141.335
36.516116,140.127
36.516117,138.921
36.516117,137.715
36.516118,136.508
36.516118,135.3
36.516119,134.095
36.516119,132.887
36.516174,131.736
36.516175,129.925
36.516175,128.718
36.516176,127.512
36.516176,126.304
36.516176,125.097
36.516177,123.892
36.516177,122.683
36.516208,121.508
36.516393,120.486
36.516394,119.279
36.516394,118.072
36.516395,116.866
36.516446,115.71
36.544575,142.632
36.544576,141.426
36.544577,140.219
36.560305,154.74
36.560306,153.534
36.560306,152.327
36.560307,151.121
36.560307,149.914
36.560308,148.707
36.560308,146.896
36.560308,145.69
36.560363,144.537
36.560364,143.331
36.560364,142.123
36.560364,140.917
36.56041,139.755
36.560411,138.549
36.560411,137.337
36.560412,136.135
36.560412,134.928
36.560453,133.762
36.560485,132.587
36.57608,146.974
36.57608,145.768
36.576081,144.561
36.576081,143.354
36.576082,142.148
36.576082,140.941
36.576083,139.735
36.576083,138.527
36.576136,137.373
36.576137,135.563
36.576137,134.356
36.576137,133.15
36.576138,131.943
36.576138,130.736
36.576139,129.529
36.576139,128.322
36.576167,127.143
36.584088,133.857
36.584089,132.651
36.594437,141.791
36.594438,140.585
36.594438,139.378
36.594439,138.172
36.594439,136.964
36.594439,135.758
36.59444,134.552
36.604278,143.181
36.604279,141.976
36.60428,140.77
36.60428,139.562
36.604281,138.356
36.604281,136.545
36.604281,135.338
36.604282,134.132
36.604339,132.982
36.60434,131.775
36.60434,130.568
36.604341,129.362
36.604341,128.155
36.604341,126.948
36.604342,125.742
36.604342,124.534
36.60437,123.355
36.604371,122.149
36.604489,121.06
36.61999,135.353
36.619991,134.147
36.619991,132.941
36.619992,131.734
36.619992,130.527
36.619993,129.321
36.619993,128.112
36.619993,126.905
36.636596,141.698
36.636597,140.492
36.636598,139.286
36.636598,138.079
36.636598,136.872
36.636599,135.666
36.636599,134.458
36.6366,133.252
36.636654,132.099
36.636654,130.891
36.636654,129.685
36.636655,128.478
36.655524,146.14
36.655525,144.934
36.655525,143.727
36.655526,142.52
36.664779,150.566
36.66478,149.36
36.66478,148.153
36.664781,146.946
36.680473,161.431
36.680473,160.224
36.680474,158.414
36.680474,157.207
36.680475,156.001
36.680475,154.793
36.680476,153.587
36.680476,152.38
36.680532,151.229
36.680533,150.023
36.680533,148.816
36.680534,147.61
36.680534,146.402
36.680535,145.196
36.680535,143.989
36.680535,142.782
36.680565,141.604
36.680565,140.397
36.680566,139.191
36.680566,137.984
36.680566,136.777
36.680567,135.57
36.680567,134.363
36.680568,133.158
36.69608,146.859
36.703917,153.489
36.703918,152.282
36.715273,162.43
36.715274,161.223
36.715274,160.016
36.715274,158.809
36.715365,157.693
36.715366,156.487
36.715366,155.279
36.715367,154.073
36.715367,152.867
36.715368,151.66
36.715368,150.452
36.715368,149.246
36.715403,148.073
36.715404,146.867
36.715404,145.66
36.715405,144.454
36.715405,143.247
36.715405,142.039
36.715406,140.832
36.715439,139.057
36.724235,146.644
36.724236,145.438
36.724237,144.232
36.724237,143.025
36.724237,141.817
36.724238,140.611
36.724238,139.404
36.724239,138.198
36.724294,137.046
36.724295,135.839
36.724295,134.632
36.724295,133.424
36.724296,132.219
36.724296,131.012
36.724297,129.805
36.724297,128.598
36.724346,127.439
36.724526,126.413
36.724526,125.206
36.724527,123.999
36.724527,122.792
36.724527,120.981
36.72455,119.797
36.724551,118.59
36.724551,117.384
36.724552,116.177
36.74875,139.168
36.755935,145.146
36.755935,143.939
36.755936,142.733
36.755936,141.525
36.755937,140.32
36.755937,139.112
36.756042,138.009
36.756043,136.803
36.756043,135.591
36.756044,134.39
36.756044,133.183
36.756045,131.977
36.756045,130.769
36.756046,129.564
36.756075,128.385
36.756075,127.178
36.774846,144.138
36.774847,142.932
36.774847,141.725
36.774848,140.519
36.774848,139.312
36.774849,138.105
36.774849,136.898
36.774849,135.691
36.784144,143.779
36.800553,158.98
36.800554,157.774
36.800555,156.568
36.800555,155.36
36.800555,154.154
36.800556,152.947
36.800556,151.74
36.800557,150.535
36.800609,149.379
36.80061,148.172
36.80061,146.965
36.800611,145.759
36.800611,144.552
36.800611,142.741
36.800612,141.535
36.800612,140.328
36.800663,139.171
36.800664,137.965
36.800664,136.759
36.800706,135.593
36.800706,134.386
36.800844,133.317
36.800844,132.109
36.800845,130.851
36.800845,129.644
36.800845,128.437
36.816453,142.838
36.816453,141.63
36.816454,140.425
36.816454,139.217
36.816455,138.01
36.816455,136.804
36.816456,135.598
36.816456,134.391
36.816506,133.233
36.824642,139.559
36.824692,138.401
36.824693,137.195
36.824693,135.988
36.835239,145.326
36.844178,153.058
36.844179,151.852
36.844179,150.645
36.84418,149.439
36.84418,148.232
36.844181,147.025
36.844181,145.818
36.844181,144.611
36.844238,143.461
36.844238,142.254
36.844239,141.047
36.844239,139.84
36.84424,138.634
36.84424,137.427
36.84424,136.22
36.844241,135.013
36.844281,133.846
36.844281,132.035
36.844282,130.829
36.852279,137.619
36.85228,136.413
36.859621,142.546
36.859622,141.335
36.859622,140.133
36.859623,138.927
36.859623,137.72
36.859623,136.512
36.859624,135.307
36.859624,134.099
36.859676,132.944
36.859676,131.737
36.868778,139.631
36.868778,138.424
36.868779,137.218
36.868779,136.011
36.876479,142.503
36.894624,159.442
36.894625,158.236
36.894762,157.165
36.894762,155.354
36.894763,154.148
36.894763,152.941
36.894763,151.734
36.894786,150.55
36.894786,149.342
36.904664,158.013
36.904665,156.807
36.912383,163.318
36.912384,162.112
36.912384,160.904
36.912385,159.698
36.920517,166.623
36.920518,165.417
36.920518,164.21
36.920519,163.003
36.920519,161.796
36.920519,160.589
36.92052,159.382
36.92052,158.176
36.920577,157.026
36.920577,155.817
36.920578,154.008
36.920578,152.801
36.920578,151.594
36.920579,150.388
36.920579,149.181
36.92058,147.975
36.920612,146.798
36.920613,145.593
36.920613,144.386
36.920613,143.179
36.920614,141.973
36.920614,140.765
36.920664,139.608
36.920665,138.402
36.928235,144.765
36.928235,143.557
36.928236,142.351
36.928236,141.144
36.928237,139.938
36.928237,138.73
36.928238,137.524
36.928238,136.317
36.928302,134.57
36.928302,133.363
36.928303,132.157
36.928303,130.949
36.928303,129.743
36.928304,128.536
36.928304,127.329
36.928305,126.122
36.928324,124.935
36.928324,123.728
36.928325,122.522
36.928325,121.314
36.928484,120.266
36.928484,119.059
36.928485,117.852
36.928485,116.645
36.935888,122.841
36.935889,121.635
36.935889,120.427
36.93589,119.217
36.93589,118.014
36.93589,116.807
36.944703,123.809
36.944704,122.603
36.944705,121.397
36.944705,120.191
36.955767,130.044
36.964414,137.484
36.964415,136.278
36.964416,135.071
36.964416,133.865
36.964458,132.7
36.964515,131.549
36.964516,130.343
36.964517,129.137
36.964517,127.93
36.964518,126.724
36.964518,125.517
36.964518,124.309
36.964519,123.103
36.964548,121.924
36.964548,120.718
36.964549,119.511
36.964549,118.304
36.964609,116.554
36.9723,123.037
36.972301,121.831
36.972302,120.625
36.972302,119.418
36.972302,118.21
36.972303,117.004
36.972303,115.791
36.980676,122.962
37.041443,182.523
37.041444,181.316
37.041445,180.11
37.041445,178.902
37.041562,177.813
37.041563,176.606
37.041563,175.4
37.041563,174.192
37.041564,172.986
37.041564,171.779
37.041565,170.572
37.041565,169.366
37.041604,168.196
37.041604,166.386
37.041605,165.181
37.041605,163.973
37.041606,162.767
37.041606,161.56
37.084828,190.295
37.092733,196.993
37.092733,195.785
37.100065,201.91
37.100066,200.704
37.100066,199.498
37.100067,197.687
37.100067,196.48
37.100067,195.273
37.100068,194.066
37.100068,192.858
37.100125,191.709
37.100126,190.503
37.100126,189.296
37.100127,188.09
37.100127,186.882
37.100127,185.671
37.100128,184.469
37.100128,183.262
37.100158,182.085
37.100158,180.878
37.100159,179.672
37.100159,178.464
37.10016,177.258
37.100231,176.122
37.100232,174.915
37.100232,173.708
37.100232,172.501
37.100233,170.691
37.11612,185.371
37.11612,184.164
37.116121,182.957
37.116121,181.748
37.116122,180.545
37.116122,179.337
37.116123,178.131
37.116123,176.923
37.116177,175.77
37.116177,174.563
37.116178,173.357
37.116259,172.231
37.11626,171.025
37.11626,169.818
37.116261,168.611
37.116261,167.404
37.116261,166.197
37.116262,164.991
37.116262,163.783
37.116292,162.606
37.116292,161.398
37.116292,159.589
37.116412,158.501
37.116412,157.294
37.116413,156.088
37.116413,154.881
37.116413,153.673
37.116439,152.492
37.116439,151.284
37.116439,150.078
37.124708,157.14
37.124708,155.932
37.134597,164.614
37.134598,163.407
37.134598,162.201
37.134599,160.995
37.134599,159.787
37.1346,158.581
37.1346,157.374
37.1346,156.167
37.134655,155.014
37.134655,153.807
37.134656,152.601
37.134656,150.79
37.134657,149.583
37.134657,148.377
37.134658,147.171
37.144682,155.987
37.144683,154.782
37.144684,153.574
37.144684,152.368
37.144685,151.161
37.144685,149.955
37.144685,148.747
37.144686,147.541
37.14474,146.388
37.144741,145.182
37.144741,143.974
37.144742,142.768
37.144742,141.561
37.144743,140.355
37.144743,139.147
37.144744,137.941
37.144775,136.766
37.144775,135.558
37.144776,133.749
37.144776,132.535
37.144777,131.334
37.144777,130.128
37.144778,128.922
37.144778,127.715
37.144806,126.535
37.15248,133.002
37.15248,131.794
37.152481,130.588
37.152481,129.381
37.160136,135.83
37.160137,134.623
37.160138,133.417
37.160138,132.21
37.176798,147.663
37.184486,154.143
37.184624,153.074
37.19453,161.773
37.194531,160.567
37.194531,159.359
37.194531,158.152
37.194532,156.342
37.194532,155.135
37.194533,153.929
37.194533,152.721
37.194585,151.566
37.194586,150.361
37.194778,149.345
37.194778,148.138
37.194779,146.931
37.194779,145.725
37.194834,144.572
37.204216,152.747
37.204217,151.541
37.204218,150.334
37.204218,149.128
37.204219,147.922
37.204219,146.714
37.204219,145.507
37.20422,144.301
37.204274,143.147
37.204275,141.941
37.204275,140.733
37.204276,138.924
37.204276,137.717
37.204277,136.511
37.204277,135.303
37.204277,134.096
37.204312,132.925
37.204312,131.717
37.204312,130.51
37.204313,129.302
37.204313,128.097
37.204314,126.89
37.204314,125.683
37.204314,124.476
37.204342,123.296
37.204342,122.089
37.212333,128.874
37.212334,127.667
37.212335,126.461
37.212335,125.253
37.212335,124.047
37.212336,122.84
37.212336,121.632
37.212337,119.823
37.21239,118.669
37.212391,117.463
37.212391,116.255
37.220362,123.019
37.220362,121.812
37.220363,120.606
37.220363,119.399
37.220364,118.192
37.220364,116.986
37.220411,115.825
37.236669,130.877
37.244869,137.869
37.24487,136.663
37.24487,135.455
37.24487,134.248
37.244871,133.042
37.254772,141.735
37.254773,140.528
37.254773,139.323
37.254773,138.114
37.254774,136.909
37.254774,135.096
37.254775,133.891
37.254775,132.685
37.254828,131.531
37.254829,130.325
37.254876,129.164
37.254876,127.957
37.254877,126.75
37.254877,125.543
37.254877,124.337
37.2549,123.152
37.254901,121.946
37.254901,120.738
37.254901,119.532
37.264302,127.725
37.264303,126.519
37.264304,125.313
37.264304,124.106
37.264305,122.899
37.264305,121.693
37.264305,120.485
37.264306,119.279
37.264357,117.46
37.264358,116.19
37.272065,122.689
37.272066,121.36
37.272099,120.186
37.272174,119.053
37.272174,117.736
37.272175,116.53
37.288396,131.544
37.288397,130.337
37.288398,129.021
37.288398,127.814
37.296282,134.49
37.296283,133.285
37.296284,132.078
37.296284,130.871
37.296285,129.665
37.296285,128.458
37.296285,127.249
37.296286,126.044
37.296339,124.89
37.29634,123.683
37.29634,121.873
37.296341,120.667
37.84593,669.048
37.845931,667.842
37.849066,669.77
37.853053,672.55
37.853054,671.344
37.853054,670.137
37.853055,668.931
37.853055,667.723
37.853055,666.516
37.853056,665.31
37.853056,664.102
37.856939,666.778
37.85694,665.573
37.856974,664.398
37.869299,675.516
37.877111,682.121
37.877112,133.353
37.880795,684.598
37.880795,683.391
37.8809,682.289
37.8809,681.081
37.880901,680.48
37.880901,679.271
37.880902,678.065
37.880902,676.859
37.880902,675.651
37.880903,674.445
37.880963,673.298
37.880963,672.09
37.880964,670.885
37.880964,669.671
37.880964,668.47
37.880989,667.287
37.885183,670.275
37.888769,672.654
37.88877,671.447
37.888771,670.242
37.888771,669.034
37.888771,667.826
37.88881,666.658
37.88881,665.452
37.888933,664.368
37.89719,671.416
37.897191,670.21
37.897191,668.4
37.897192,667.194
37.897192,665.986
37.897222,664.809
37.909072,675.452
37.913071,678.244
37.913071,677.037
37.917467,680.225
37.920903,682.454
37.920904,681.248
37.920904,680.041
37.920905,678.835
37.920905,677.628
37.920941,676.457
37.920941,675.248
37.920942,674.043
37.920942,672.836
37.920976,671.663
37.925143,674.622
37.925143,673.416
37.925144,672.208
37.925144,671.001
37.925145,670.4
37.925172,669.219
37.925173,201.385
37.925215,116.266
37.933483,123.328
37.933484,122.116
37.933484,120.913
37.933485,119.707
37.933485,118.501
37.933521,117.33
37.933522,116.123
37.937643,119.037
37.941858,122.045
37.941859,120.838
37.945205,122.977
37.945205,121.77
37.948713,124.071
37.95296,126.507
37.952961,125.302
37.952961,124.093
37.956833,126.758
37.956834,125.553
37.960816,128.327
37.960817,127.121
37.960817,125.914
37.960817,124.707
37.960818,123.5
37.960844,122.32
37.960844,121.112
37.960845,119.906
37.960845,118.698
37.965028,121.675
37.965029,120.468
37.965029,119.26
37.96503,118.055
37.96503,116.848
37.965111,115.721
37.973086,122.489
37.973086,121.282
37.973087,119.471
37.973087,118.264
37.973088,117.059
37.973114,115.877
37.977061,118.617
37.981836,122.185
37.981837,120.979
37.981837,119.771
37.981838,118.566
37.981892,117.413
37.98528,119.593
37.985281,118.387
37.985281,117.18
37.985282,115.973
37.988967,118.451
37.988968,117.245
37.989027,116.096
37.99324,119.103
37.997054,121.71
37.997055,120.503
38.001021,123.262
38.001022,122.056
38.004804,124.027
38.004804,122.819
38.008833,125.642
38.008834,124.436
38.008834,123.228
38.013091,126.278
38.013092,125.072
38.013092,123.865
38.013093,122.659
38.013093,121.452
38.013117,120.268
38.013165,119.109
38.01326,117.996
38.01326,116.79
38.016671,118.993
38.016672,117.787
38.016673,116.582
38.016673,115.374
38.021252,118.745
38.021252,117.539
38.021253,116.331
38.024847,118.718
38.029098,121.158
38.029098,119.951
38.033033,122.68
38.033034,121.474
38.036933,124.16
38.036934,122.958
38.040907,125.724
38.040908,124.519
38.040908,123.729
38.13761,121.061
38.145728,118.182
38.149696,120.944
38.149696,119.738
38.152864,121.699
38.152864,120.492
38.157076,123.496
38.157076,122.27
38.160918,124.924
38.164841,127.64
38.164842,126.434
38.164842,125.227
38.164843,124.02
38.164843,122.973
38.164866,121.789
38.168807,124.523
38.168808,123.317
38.168808,122.109
38.168809,120.904
38.168809,119.696
38.173299,122.98
38.173299,121.772
38.1733,120.565
38.1733,119.359
38.173301,118.152
38.173327,116.971
38.173327,115.764
38.181121,122.35
38.185705,125.728
38.185705,124.52
38.189055,126.663
38.189056,125.457
38.192835,128.029
38.192836,126.823
38.192837,125.616
38.192837,124.409
38.192838,123.203
38.192864,122.022
38.192864,120.815
38.192865,119.608
38.196839,122.375
38.19684,121.169
38.196841,119.962
38.196841,118.755
38.200712,121.335
38.200712,120.211
38.204817,123.109
38.204818,121.903
38.204818,120.696
38.204818,119.489
38.204819,118.283
38.204843,117.1
38.20489,115.939
38.208676,118.519
38.208677,117.312
38.208735,116.162
38.213041,119.262
38.217349,122.362
38.21735,121.156
38.21735,119.949
38.217351,118.743
38.217406,117.591
38.217529,116.507
38.221343,119.113
38.2255,122.063
38.2255,120.856
38.225501,119.65
38.225501,118.443
38.229928,121.662
38.229929,120.456
38.229929,119.249
38.22993,118.043
38.232936,119.841
38.232937,118.636
38.237583,122.074
38.237584,120.863
38.237584,119.66
38.237585,118.455
38.23764,117.302
38.240839,119.294
38.24484,122.088
38.24484,120.277
38.244841,119.071
38.244841,117.864
38.249236,121.052
38.249236,119.844
38.25271,122.111
38.25271,120.904
38.256923,123.91
38.256924,122.704
38.261182,125.755
38.261183,124.548
38.261183,123.34
38.261184,122.136
38.261184,120.928
38.261209,119.745
38.261209,118.538
38.261209,117.331
38.261288,116.203
38.265535,119.243
38.265535,118.036
38.265536,116.829
38.269164,119.25
38.269164,117.439
38.269165,116.233
38.273127,118.988
38.281339,125.993
38.28134,124.786
38.284875,127.114
38.284875,125.908
38.289212,129.037
38.289212,127.829
38.292966,130.377
38.292966,129.169
38.292967,127.963
38.292967,126.755
38.296852,129.434
38.296852,128.226
38.296853,127.021
38.296853,125.813
38.296853,124.606
38.296879,123.425
38.29688,122.217
38.29688,121.011
38.300974,123.897
38.300974,122.087
38.300975,120.881
38.300975,119.674
38.300976,118.468
38.301002,117.285
38.301002,116.078
38.309079,122.949
38.30908,121.743
38.30908,120.535
38.309081,119.33
38.314148,123.19
38.321792,129.626
38.321792,128.419
38.321793,127.213
38.321793,126.006
38.321794,124.799
38.32182,123.618
38.32182,122.411
38.32182,121.204
38.324744,122.921
38.324744,121.713
38.324745,120.48
38.324745,118.67
38.324746,117.464
38.329924,121.435
38.333644,123.947
38.33726,126.356
38.33726,125.149
38.337261,123.942
38.337261,122.736
38.337261,121.528
38.337286,120.341
38.337286,119.138
38.337286,117.932
38.337333,116.772
38.345015,123.246
38.345015,122.038
38.345016,120.833
38.345016,119.626
38.345017,118.42
38.34506,117.255
38.345084,116.072
38.349206,118.987
38.349207,117.78
38.349265,116.028
38.357138,122.694
38.36501,129.359
38.365161,128.303
38.369073,131.007
38.369073,129.799
38.369074,128.564
38.369074,127.36
38.36935,126.429
38.369351,125.223
38.369351,124.016
38.369352,122.809
38.373163,125.413
38.373163,124.206
38.373164,123
38.373164,121.792
38.376774,124.195
38.376775,122.99
38.376776,121.783
38.376776,120.576
38.376776,119.369
38.376803,118.189
38.376804,116.379
38.376804,115.172
38.381986,119.146
38.381986,117.939
38.382044,116.79
38.385522,119.061
38.385522,117.853
38.385582,116.706
38.392997,122.914
38.392997,121.707
38.392998,120.501
38.392998,119.294
38.397149,122.237
38.397149,121.03
38.39715,119.823
38.39715,118.614
38.401172,121.431
38.404816,123.868
38.404817,122.662
38.404817,121.455
38.404818,120.248
38.404818,119.041
38.404841,117.254
38.404861,116.066
38.40886,118.857
38.413321,122.112
38.413321,120.905
38.41701,123.386
38.417011,122.181
38.420731,124.693
38.420732,123.487
38.420853,122.401
38.420854,121.195
38.424823,123.956
38.424823,122.749
38.424824,121.543
38.429697,125.209
38.429697,124.002
38.429698,122.795
38.429698,121.588
38.429699,120.382
38.429726,119.201
38.429726,117.994
38.429727,116.788
38.438002,123.253
38.438002,122.045
38.438003,120.839
38.438003,119.628
38.438004,118.425
38.438028,117.242
38.448932,126.939
38.453112,129.913
38.453112,128.705
38.457079,131.464
38.45708,130.259
38.45708,129.051
38.457081,127.845
38.460692,130.249
38.460692,129.042
38.460693,127.835
38.460693,126.629
38.460694,125.422
38.460719,124.24
38.46072,123.032
38.464847,125.953
38.464847,124.746
38.464848,122.936
38.464848,121.729
38.464849,120.523
38.464875,119.342
38.464876,118.135
38.464876,116.925
38.464877,115.722
38.472821,122.459
38.477374,125.805
38.477375,124.598
38.481587,127.604
38.481587,126.396
38.485508,129.11
38.485508,127.903
38.485509,126.697
38.485509,125.49
38.485509,124.282
38.485534,123.1
38.485535,121.894
38.485535,120.686
38.485832,119.777
38.485832,118.57
38.485833,116.759
38.488814,118.534
38.488814,117.326
38.488873,116.178
38.497639,123.735
38.497639,122.528
38.497944,121.627
38.501423,123.899
38.501423,122.692
38.501424,121.486
38.501424,120.278
38.504957,122.605
38.504957,121.397
38.508816,124.048
38.508817,122.843
38.508817,121.636
38.508818,120.429
38.508818,119.222
38.512783,121.98
38.512784,120.774
38.512785,119.567
38.512785,118.361
38.512785,116.549
38.51281,115.367
38.516736,118.086
38.516736,116.879
38.516737,115.673
38.529617,127.345
38.537059,133.58
38.549852,145.166
38.549948,144.055
38.549948,142.848
38.549949,141.642
38.549949,140.434
38.550055,139.333
38.550055,138.126
38.550056,136.919
38.550056,135.708
38.550057,134.501
38.550057,133.298
38.550057,132.092
38.550058,130.886
38.550088,129.708
38.550089,128.502
38.550089,126.692
38.55009,125.485
38.55009,124.278
38.55009,123.07
38.550091,121.865
38.550091,120.657
38.550118,119.477
38.550119,118.271
38.550119,117.064
38.553482,119.219
38.553482,118.013
38.553818,117.141
38.557478,119.594
38.557537,118.446
38.557538,117.24
38.557597,116.091
38.569041,126.328
38.573073,129.153
38.573074,127.946
38.573074,126.74
38.573075,125.533
38.577069,128.32
38.577069,126.51
38.585541,133.774
38.585542,132.566
38.585543,131.318
38.585543,130.111
38.585543,128.904
38.585544,127.697
38.585544,126.49
38.585545,125.284
38.585577,124.109
38.585578,122.903
38.585578,121.696
38.585578,120.488
38.589367,123.07
38.589368,121.864
38.589521,120.809
38.589522,119.604
38.589645,118.519
38.589646,117.312
38.589646,116.106
38.594164,119.417
38.594165,118.21
38.598068,120.303
38.601824,122.851
38.601825,121.645
38.601825,120.438
38.601826,119.232
38.60188,118.078
38.602003,116.994
38.606095,119.879
38.608679,121.256
38.608679,120.049
38.612921,123.084
38.613184,122.129
38.613184,120.931
38.613184,119.724
38.613185,118.519
38.613185,117.311
38.616887,119.806
38.621333,123.045
38.621334,121.839
38.621334,120.632
38.621335,119.425
38.621335,118.218
38.621359,116.43
38.6259,119.765
38.625901,118.559
38.625901,117.352
38.629748,119.992
38.629748,118.785
38.629749,117.578
38.629749,116.371
38.633742,119.153
38.633743,117.95
38.633744,116.745
38.637614,119.408
38.641167,121.753
38.641168,120.547
38.641168,119.339
38.641168,118.132
38.641169,116.926
38.648807,123.358
38.652837,126.18
38.652837,124.973
38.656984,127.912
38.656984,126.706
38.661124,129.034
38.661125,127.828
38.661125,126.621
38.661126,125.415
38.661126,124.208
38.661151,123.026
38.661152,121.819
38.661152,120.612
38.661199,119.452
38.664801,121.847
38.664801,120.64
38.664802,119.433
38.669458,122.882
38.669459,121.676
38.669459,120.469
38.66946,119.263
38.66946,118.055
38.66949,116.878
38.681126,127.307
38.685137,130.111
38.685138,128.904
38.685138,127.697
38.685138,125.887
38.685139,124.68
38.685163,123.497
38.688968,126.095
38.688969,124.889
38.692785,127.498
38.692785,126.291
38.692786,125.084
38.692786,123.877
38.697133,127.017
38.697134,125.811
38.697134,124.603
38.697135,123.397
38.697135,122.188
38.697161,121.009
38.697161,119.801
38.697162,118.596
38.697207,117.434
38.701486,120.505
38.701487,119.299
38.701487,118.092
38.701488,116.884
38.705422,119.005
38.705422,117.801
38.705423,116.595
38.709692,119.657
38.709786,118.541
38.709787,117.337
38.713879,120.222
38.713879,119.015
38.71388,117.751
38.71388,116.543
38.716983,118.439
38.716984,117.233
38.716985,116.026
38.721163,118.998
38.725072,121.7
38.725073,120.493
38.725073,119.286
38.725074,118.079
38.725129,116.928
38.733569,124.16
38.733569,122.954
38.73357,121.742
38.73357,119.936
38.733571,118.73
38.733596,117.548
38.733646,116.39
38.737615,119.152
38.741736,122.066
38.741737,120.856
38.741891,119.806
38.741892,118.601
38.741892,117.394
38.746778,121.072
38.749716,122.803
38.749717,121.597
38.749717,120.389
38.749718,119.184
38.749718,117.976
38.749742,116.792
38.752927,118.77
38.752928,117.564
38.752928,116.357
38.756925,119.147
38.756926,117.941
38.756926,116.13
38.761267,119.264
38.761267,118.053
38.761322,116.904
38.769078,123.453
38.769079,122.247
38.769079,121.04
38.769079,119.833
38.773961,123.507
38.777068,125.408
38.777068,124.2
38.777069,122.994
38.777069,121.787
38.777128,120.639
38.782419,124.723
38.78242,123.516
38.786278,126.167
38.786279,124.961
38.78628,123.754
38.78628,122.547
38.78628,121.34
38.789692,123.545
38.789693,121.735
38.789693,120.527
38.789694,119.321
38.789694,118.115
38.789718,116.931
38.793491,119.497
38.793491,118.29
38.793492,117.084
38.797301,119.685
38.801112,122.289
38.801113,121.083
38.801113,119.876
38.805054,122.61
38.805055,121.404
